,제목,장소명,장소설명,주소
830,그놈이 그놈이다,서강8경,"한서연(조우리 분)은 9화에서 박도겸(서지훈 분)을 이 식당으로 초대하는데, 그는 자신과 인터뷰를 하는 것을 전제로 하고 있다. 긴장한 그녀는 결국 자신이 그를 좋아한다고 고백하지만 도겸은 부드럽게 거절한다.",서울특별시 마포구 토정로 128 8층
831,그놈이 그놈이다,연세대학교 신촌캠퍼스,2회에서 김선희(최명길)가 대학 모교인 '한국대학교'를 산책하러 오며 선배에게 짝사랑했던 시절을 회상한다.,서울특별시 서대문구 연세로 50
832,그놈이 그놈이다,켄싱턴호텔 여의도,4회에서 김선희(최명길)가 딸 한서윤(조우리)을 식사에 데려온다.,서울특별시 영등포구 국회대로76길 16
833,그놈이 그놈이다,서강대교,서현주(황정음 분)는 1회에서 해외에서 '휴식'을 한다고 주장했던 박도겸(서지훈 분)을 잡기 위해 공항으로 향하던 중 이 다리를 급히 건넌다. 3화에서 황지우(윤현민 분)는 이 다리를 건너 차를 몰고 현주와 도겸이 향하고 있던 강원도 산간 지역의 거센 폭풍에 대한 이야기를 듣는다.,서울특별시 영등포구 여의도동 서강대교
834,그놈이 그놈이다,동작대교,4회에서 서현주(황정음)는 술 취한 황지우(윤현민)와 함께 이 다리를 지나는 택시를 탄다.,서울특별시 용산구 이촌동 동작대교
835,그놈이 그놈이다,포시즌스호텔,4화에서 서현주(황정음)는 이곳에 소개팅을 하러 오고 대신 만나기로 한 황지우(윤현민)를 만나게 된다. ,서울특별시 종로구 새문안로 97
836,그놈이 그놈이다,모뜨,황지우(윤현민)와 김선희(최명길)는 그들의 전생에 대한 이야기를 들려준다.,서울특별시 종로구 평창30길 24
837,그놈이 그놈이다,스테이트 타워 남산,2회에서 김선희(최명길 분)가 선우의 대표 황지우를 만나러 오는 선우제약 사무실 미팅룸 중 하나로 보인다.,서울특별시 중구 퇴계로 100
838,그놈이 그놈이다,울기등대,5회에서 황지우(윤현민)가 이 등대를 찾아온다.,울산광역시 동구 등대로 155
839,그놈이 그놈이다,인천국제공항,1화에서 박도겸(서지훈)이 그가 실제로 공항 내의 해변 테마 전시장에서 빈둥거리고 있을 때서현주(황정음)에게 휴식을 취하러 간다고 건방지게 암시했다.,인천광역시 중구 공항로 272
840,그놈이 그놈이다,NH농협생명변산연수원,5회 황태경이 사내 MT(멤버십 트레이닝)를 간 장소이다.,전라북도 부안군 변산면 궁항로 72
841,그래서 나는 안티팬과 결혼했다,백도해변,13-14회에서 후준(최태준)과 이근영(최수영)이 촬영한 예능 프로그램의 배경이다.,강원도 고성군 죽왕면 문암진리 19-22
842,그래서 나는 안티팬과 결혼했다,헤이그랑,16회에서 이근영(최수영/소녀시대 수영)과 최기자가 이 카페에서 만난다.,경기도 고양시 일산동구 위시티3로 53-7
843,그래서 나는 안티팬과 결혼했다,오랑주리,16회 최종회에서 후준(최태준)이 이근영(최수영/구 소녀시대 수영)에게 프러포즈하는 카페이다.,경기도 양주시 백석읍 기산로 423-19
844,그래서 나는 안티팬과 결혼했다,현대블룸비스타,1회에서 남자친구 로이(김형민)를 만나기 위해 이 아파트 단지에 왔다,경기도 양평군 강하면 강남로 316
845,그래서 나는 안티팬과 결혼했다,아이스타일카페,2회에서 이근영(최수영)은 이곳에서 예능 PD 두 명을 만나 후준(최태준)과 함께 '그래서 나는 안티팬과 결혼했다' 출연을 제안합니다.,경기도 파주시 회동길 160
846,그래서 나는 안티팬과 결혼했다,엘빈에비뉴라운지,8회에서 이근영(최수영)이 예능 프로그램 '그래서 나는 안티팬과 결혼했다' 촬영을 위해 이곳을 찾았다.,서울특별시 강남구 강남대로92길 13
847,그래서 나는 안티팬과 결혼했다,삼성역,14회 5번 출구가 나온다.,서울특별시 강남구 테헤란로 606
848,그래서 나는 안티팬과 결혼했다,C156,최재준(황찬성)과 오인형(한지안)은 1회에서 시상식에서 대상을 받는 JJ가 지켜보는 가운데 이곳에서 식사를 한다. 7화에서는 JJ와 인형이 함께 저녁 식사를 하러 돌아왔다.,서울특별시 광진구 동일로 156
849,그래서 나는 안티팬과 결혼했다,망원한강공원,2PM의 황찬성(황찬성)과 이근영(최수영)은 4화에서 이 공원에서 만나 그녀가 소속사에 합류할 것을 제안한다.,서울특별시 마포구 마포나루길 467
850,그래서 나는 안티팬과 결혼했다,가온문화공원,"9화에서 이근영(최수영)은 이 공원에 위치한 카페에서 원더우먼의 전 동료를 만난 후, 후준(최태준)의 전화를 받고 이 공원을 걷는다.",서울특별시 마포구 상암동 1594
851,그래서 나는 안티팬과 결혼했다,디벙크,15회에서 이근영(최수영)은 절친 고수환(김민규)을 이 카페에서 만나 자신을 조명하는 후준(최태준)에 대한 기사를 게재할 수 있도록 도와달라고 부탁한다.,서울특별시 마포구 성지1길 30 지하 2층
852,그래서 나는 안티팬과 결혼했다,어울마당로,7회에서 후준(최태준)과 이근영(최수영)은 촬영 중인 예능 프로그램 '그래서 나는 안티팬과 결혼했다'를 위해 이 거리에서 데이트를 즐겼다.,서울특별시 마포구 어울마당로
853,그래서 나는 안티팬과 결혼했다,가든포에트,마지막 16회에서 한재원 감독(동현배)이 예능 프로그램 '그래서 나는 안티팬과 결혼했다'의 노도윤 작가(임도윤)에게 이 카페에서 프러포즈를 한다.,서울특별시 마포구 와우산로14길 12
854,그래서 나는 안티팬과 결혼했다,드림타워,14회에서 이근영(최수영)이 이 건물 맞은편 버스를 기다리고 있다.,서울특별시 마포구 월드컵북로56길 19
855,그래서 나는 안티팬과 결혼했다,상암기사식당,3회에서는 이근영(조수영) 대표와 최재준(JJ(황찬성) 2PM)이 노래방에서 밤을 보낸 후 점심으로 숙취해소를 위해 이 식당에서 만났다.,서울특별시 마포구 희우정로 128-1
856,그래서 나는 안티팬과 결혼했다,더화이트베일웨딩,16회 마지막회에서 한재원 감독(동현배)과 작가 노도윤(임도윤)이 결혼식장에서 결혼식을 올린다,서울특별시 서초구 서초중앙로 14
857,그래서 나는 안티팬과 결혼했다,응봉산 팔각정,13회에서 후준(최태준)과 이근영(최수영)이 심야 데이트 장소로 찾아왔다. 이후 그들의 비밀 장소가 되었다.,서울특별시 성동구 독서당로60길 13-1
858,그래서 나는 안티팬과 결혼했다,마포대교,10화에서 경찰은 오인형(한지안)이 이 다리 아래 차 안에서 의식을 잃은 것을 발견한다.,서울특별시 영등포구 여의도동 84-5
859,그래서 나는 안티팬과 결혼했다,서강대교,오인형(한지안 분)은 1회에서 자신의 승합차가 이 다리를 건너자 후준(최태준 분)에게 일찍부터 대리점에서 도와준 것에 대한 감사의 메시지를 쓴다. 7화에서 그녀의 밴이 다시 이 다리를 건넌다.,서울특별시 영등포구 여의도동 서강대교
860,그래서 나는 안티팬과 결혼했다,서울마리나 클럽&요트,후준(최태준 분)은 5화에서 BM그룹 막내아들이기도 한 팬의 생일파티에 참석해 자리를 뜨면서 최재준(황찬성  분)과 오인형(한지안 분)의 말다툼을 감독하고 개입을 시도한다.,서울특별시 영등포구 여의서로 160
861,그래서 나는 안티팬과 결혼했다,더리버,"1회에서 최재준(찬성)의 클럽 오픈에 초대받았을 때, 후준(최태준)은 자신의 멤버 오한스(크러쉬)였던 걸그룹 '플로스'의 데뷔를 위해 이 장소에서 파티를 열었을 때를 회상한다. 그녀가 JJ와 사귀고 있다는 것을 그가 알게 된 것은 그때였다. 5화에서 인형은 여기서 JJ와 화해하려 하지만 허사다.",서울특별시 용산구 용산동6가 451
862,그래서 나는 안티팬과 결혼했다,인천종합문화예술회관,최종회 16화에서 후준(최태준)이 시상식에 참석하기 위해 이 건물로 계단을 올라간다.,인천광역시 남동구 예술로 149
863,그래서 나는 안티팬과 결혼했다,인천국제공항,1화에서 플래시백으로 준(최태준)은 미국에서 한국으로 돌아온다.,인천광역시 중구 공항로 272
864,그래서 나는 안티팬과 결혼했다,파라다이스시티,1화에서 이곳의 외관은 JJ(황찬성/2PM 찬성)가 연 클럽으로 등장한다.,인천광역시 중구 영종해안남로321번길 186
865,그리드,보정동 카페거리,"2화에서 신비한 유령(이시영)이 이 거리를 걷고 있는데, 그녀의 시선을 사로잡는 카페.",경기도 용인시 기흥구 보정로15번길
866,그리드,양산역,3화에서 김마녹(김성균)은 사복경찰들의 뒤를 쫓으면서 이 기차역으로 향한다.,경상남도 양산시 강변로 441
867,그리드,청파로,2에서 신비한 유령(이시영)은 김만옥(김성균)이 그녀에게서 탈출하는 것을 이 곳 위에서 지켜보고 있다.,서울특별시 중구 청파로 425-2
868,그린로즈,서강대교,이정현(고수)은 17회에서 오수아(이다해)와 이 다리의 정상에 올라 내적 대화를 이어간다.,서울특별시 영등포구 여의도동 서강대교
869,그저 바라 보다가,올림픽공원,16회에서 구동백(황정민)과 한지수(김아중)의 결혼식이 이곳에서 치러진다.,서울특별시 송파구 올림픽로 424
870,그저 바라 보다가,서울 포스트타워,구동백(황정민)은 이 건물에서 일한다. 마지막 에피소드 16회에서 그는 한지수(김아중 분)를 위해 이 건물 동쪽에 위치한 시장 가판대에서 방울토마토를 사먹으며 동료들을 놀라게 한다.,서울특별시 중구 소공로 70
871,근초고왕,백제문화단지,드라마의 주요 촬영지,충청남도 부여군 규암면 백제문로 455
872,"금 나와라, 뚝딱!",압구정로,1회에서 손유나(한지혜) Escada의 가게에 와서 떠나면서 결혼반지를 기증한다.,서울특별시 강남구 압구정로 436
873,"금 나와라, 뚝딱!",낙산공원,15회에서 박현수(연정헌)는 여기서 정몽희(한지혜)에게 진정제 과다복용으로 아내가 병원에 입원했다는 사실을 이제 막 알게 됐다고 말한다.,서울특별시 종로구 낙산길 41
874,"금 나와라, 뚝딱!",일민미술관,2화 시작장면에서 이 미술관이 보여진다.,서울특별시 종로구 세종대로 152
875,금수저,수원 화성,이승천(육성재)은 1회에서 부잣집에서 이 숟가락으로 밥을 먹으면 인생이 누더기에서 부자로 바뀐다는 약속으로 이 거리의 가판대에서 금수저를 산다.,경기도 수원시 장안구 영화동 320-2
876,금수저,경희대국제캠퍼스,16화 최종회에서 법원으로 등장한다.,경기도 용인시 기흥구 덕영대로 1732
877,금수저,화이트블럭,"16회에 이 갤러리에서 '인생을 탐험하라, 황금수저를 꿈꾼다'라는 북콘서트가 열렸다.",경기도 파주시 탄현면 헤이리마을길 72
878,금수저,압구정로,사람들이 이 거리에서 쇼핑을 하고 거리의 입구에서 수레를 끄는 어르신이 있습니다.,서울특별시 강남구 압구정로 436
879,금수저,윤보선길,1화에서 이승천(비투비 육성재/성재)과 나주희(정채연/채연)가 퇴근 후 이 골목을 걷는다.,서울특별시 종로구 윤보선길
880,금수저,스테이트 타워 남산,1화에서 황도신그룹 회장 일가 자택 내부 일부로 등장하는 곳이다.,서울특별시 중구 퇴계로 100
881,긍정이 체질,훈련원공원,"6화에서 환동(EXO 도경수, 디오)이 영화를 촬영하는 공원이다.",서울특별시 중구 을지로 227
882,기름진 멜로,로얄새들승마클럽,단새우(정려원)의 말 임마는 이 마구간에 거주하고 있다.,경기도 고양시 일산동구 견달산로 40
883,기름진 멜로,프라움레스토랑,4화에서 단새우(정려원)가 결혼식을 올리는 곳이다.,경기도 남양주시 와부읍 경강로 756
884,기름진 멜로,금토천교 정류장,드라마에서 '자이언트 호텔' 버스 정류장으로 등장,경기도 성남시 분당구 대왕판교로 665 금토천교 버스정류장
885,기름진 멜로,화랑육교,7화에서 칠성(장혁)은 버스 정류장 '금토천교'에 앉아 있는 새우(정려원)를 잡기 위해 이 육교를 가로질러 달려간다. 11화에서 술자리를 마친 서풍(이준호 분)과 칠성이는 칠성이의 집으로 가는 길에 이 육교를 지나다가 여행 가방 안에 있는 신우를 끌고 간다.,경기도 성남시 분당구 삼평동 화랑육교
886,기름진 멜로,레이지민트,29회에서 서풍(이준호)은 단새우(정려원)의 엄마 진정혜(이미)를 만나자고 한다. 서풍(이준호)은 진정혜(이미)에게 자신의 식당에서 일을 그만두게 한 것에 대해 사과했다. 한편 그녀는 자신의 딸을 사랑하지 말아달라고 부탁한다.,경기도 성남시 분당구 황새울로335번길 8
